tipo_pelicula,titulo_pelicula,anno_estreno,mes_estreno ,id_pelicula,genero_pelicula
Movie,Mortal Kombat: Shaolin Monks the movie,2023,11,tt19358808,Action
Movie,Superman one million the movie (D.C one million),2023,11,tt19365520,Action
Movie,Nightwing the movie,2023,11,tt19365502,Action
Movie,Hard to kill 2,2023,11,tt19365572,Action
Movie,Quicksilver the movie,2023,12,tt19365508,Action
Movie,Man on fire 2,2023,12,tt19372642,Action
Movie,The warriors 2,2023,12,tt19372590,Action
Movie,Spawn vs Blade the movie,2023,12,tt19372640,Action
Movie,Superman doomsday the movie,2023,12,tt19372704,Action
Movie,Superman vs Brainiac the movie,2023,12,tt19372676,Action
Movie,Street fighter the movie,2023,12,tt19372716,Action
Movie,Mortal Kombat vs D.C Universe the movie,2023,12,tt19383410,Action
Movie,Street fighter the movie,2023,12,tt19389862,Action
Movie,Tariq,2023,8,tt19394258,Action
Movie,Nimona,2023,6,tt19500164,Action
Movie,The Quirk,2023,N/A,tt19753612,Action
Movie,Bawaal,2023,7,tt19755170,Action
Movie,The Insanity: Retribution,2023,10,tt19812128,Action
Movie,Madre Tierra,2023,N/A,tt19883074,Action
Movie,When Girls Ride,2023,8,tt19884572,Action
Movie,Green arrow the movie,2023,12,tt19372648,Action
Movie,This War of Mine,2023,5,tt20237154,Action
Movie,Lakadbaggha,2023,1,tt20319598,Action
Movie,Ett sista race,2023,12,tt20355484,Action
Movie,BGil Studios' the Dragonfly: Born Again,2023,9,tt20425440,Action
Movie,Static Codes,2023,8,tt20518312,Action
Movie,Stereo Crashers,2023,6,tt20722940,Action
Movie,The Deceiver,2023,6,tt20754096,Action
Movie,Scrappy Bot,2023,6,tt21041232,Action
Movie,Daadal,2023,4,tt21141958,Action
Movie,Gold-Verse Studios' 'The Grid',2023,12,tt21294600,Action
Movie,Hermosa Justicia,2023,4,tt21435580,Action
Movie,49,2023,1,tt21741198,Action
Movie,Nefes: Yer Eksi Iki,2023,12,tt21941216,Action
Movie,What We Become,2023,4,tt21938428,Action
Movie,Avgrunden,2023,9,tt22016156,Action
Movie,A Season in Hell!,2023,7,tt22185436,Action
Movie,Ponniyin Selvan: Part Two,2023,4,tt22444570,Action
Movie,Sakra,2023,1,tt22488024,Action
Movie,Aliens the Awakening,2023,8,tt22535196,Action
Movie,Noryang,2023,12,tt22813112,Action
Movie,Burakku Kurôbâ: Mahôtei no Ken,2023,6,tt22868844,Action
Movie,Düses 1 - Mafya Sizintisi,2023,1,tt22869636,Action
Movie,Surya,2023,1,tt22907680,Action
Movie,Omme Nodide,2023,6,tt23024254,Action
Movie,I Soli Oscuri,2023,5,tt23037838,Action
Movie,Mighty Morphin Power Rangers: Once & Always,2023,4,tt23219684,Action
Movie,Godzilla Minus One,2023,12,tt23289160,Action
Movie,Amigos,2023,2,tt23490586,Action
Movie,Otoban Katilleri,2023,8,tt23546666,Action
Movie,Princess Principal: Crown Handler: Chapter 3,2023,4,tt23638846,Action
Movie,Da hai guai,2023,1,tt23650066,Action
Movie,Das Ka Dhamki,2023,3,tt23745844,Action
Movie,Resgate na selva 2023,2023,7,tt23751706,Action
Movie,Ninpu Sentai Hurricaneger Degozaru! Shushuuto 20th Anniversary,2023,6,tt23812736,Action
Movie,Marca de Sangue(2022/1),2023,7,tt23870054,Action
Movie,Ultraman Decker Finale: Journey to Beyond,2023,2,tt23950632,Action
Movie,Senapura,2023,3,tt24021742,Action
Movie,Do or Die,2023,2,tt24133274,Action
Movie,Rapid Action,2023,1,tt24133834,Action
Movie,Inherited,2023,10,tt21987648,Action
Movie,Ant-Man the Beginning,2023,5,tt22097422,Action
Movie,Robot Chicken,2023,11,tt24243464,Action
Movie,Wes Diego,2023,3,tt24250570,Action
